plantid;date;longueur;largeur;note
MMB4028;2017-07-15;167.16;141.51;Condition normale pour la saison.
MMB4028;2017-08-15;127.13;77.45;Légère variabilité observée.
MMB4028;2017-09-15;196.02;190.66;Légère variabilité observée.
MMB4028;2017-10-15;161.79;101.51;Rien à signaler.
MMB4030;2017-05-15;131.65;198.68;Légère variabilité observée.
MMB4030;2017-06-15;94.28;120.80;Légère variabilité observée.
MMB4030;2017-07-15;62.01;163.73;Légère variabilité observée.
MMB4030;2017-08-15;125.95;88.57;Condition normale pour la saison.
MMB4030;2017-09-15;165.70;75.04;Rien à signaler.
MMB4030;2017-10-15;181.21;166.12;Rien à signaler.
MMB4032;2017-05-15;61.95;181.39;Condition normale pour la saison.
MMB4032;2017-06-15;138.68;180.45;Condition normale pour la saison.
MMB4032;2017-07-15;185.14;154.24;Légère variabilité observée.
MMB4032;2017-08-15;169.33;152.87;Condition normale pour la saison.
MMB4032;2017-09-15;127.21;78.36;Condition normale pour la saison.
MMB4032;2017-10-15;138.70;152.89;Condition normale pour la saison.
MMB4034;2017-05-15;196.86;80.36;Rien à signaler.
MMB4034;2017-06-15;120.77;90.66;Légère variabilité observée.
MMB4034;2017-07-15;98.68;79.67;Condition normale pour la saison.
MMB4034;2017-08-15;78.19;99.71;Condition normale pour la saison.
MMB4034;2017-09-15;84.11;68.10;Rien à signaler.
MMB4034;2017-10-15;173.64;131.05;Condition normale pour la saison.
MMB4036;2017-05-15;117.10;164.75;Rien à signaler.
MMB4036;2017-06-15;199.62;158.54;Légère variabilité observée.
MMB4036;2017-07-15;195.02;160.54;Condition normale pour la saison.
MMB4036;2017-08-15;89.28;135.39;Rien à signaler.
MMB4036;2017-09-15;71.09;111.33;Rien à signaler.
MMB4036;2017-10-15;131.88;195.38;Condition normale pour la saison.
MMB4038;2017-05-15;172.11;196.80;Rien à signaler.
MMB4038;2017-06-15;151.22;79.54;Légère variabilité observée.
MMB4038;2017-07-15;186.25;191.19;Condition normale pour la saison.
MMB4038;2017-08-15;141.87;85.29;Rien à signaler.
MMB4038;2017-09-15;58.00;55.65;Condition normale pour la saison.
MMB4038;2017-10-15;131.66;178.68;Condition normale pour la saison.
MMB4040;2017-05-15;72.45;155.92;Légère variabilité observée.
MMB4040;2017-06-15;183.30;67.99;Rien à signaler.
MMB4040;2017-07-15;130.26;154.88;Rien à signaler.
MMB4040;2017-08-15;118.22;56.05;Rien à signaler.
MMB4040;2017-09-15;140.06;104.71;Condition normale pour la saison.
MMB4040;2017-10-15;166.69;115.29;Condition normale pour la saison.
MMB4042;2017-05-15;52.68;50.21;Condition normale pour la saison.
MMB4042;2017-06-15;53.16;80.62;Condition normale pour la saison.
MMB4042;2017-07-15;152.72;140.06;Condition normale pour la saison.
MMB4042;2017-08-15;123.70;195.95;Rien à signaler.
MMB4042;2017-09-15;171.53;61.64;Condition normale pour la saison.
MMB4042;2017-10-15;99.57;105.00;Légère variabilité observée.
MMB4044;2017-05-15;166.67;109.04;Légère variabilité observée.
MMB4044;2017-06-15;130.67;86.58;Condition normale pour la saison.
MMB4044;2017-07-15;195.66;89.12;Condition normale pour la saison.
MMB4044;2017-08-15;156.70;77.04;Rien à signaler.
MMB4044;2017-09-15;133.50;98.87;Condition normale pour la saison.
MMB4044;2017-10-15;104.19;146.37;Légère variabilité observée.
MMB4046;2017-05-15;173.68;85.77;Condition normale pour la saison.
MMB4046;2017-06-15;71.95;98.63;Rien à signaler.
MMB4046;2017-07-15;91.11;165.99;Légère variabilité observée.
MMB4046;2017-08-15;165.80;172.55;Légère variabilité observée.
MMB4046;2017-09-15;52.10;165.41;Légère variabilité observée.
MMB4046;2017-10-15;150.13;198.36;Condition normale pour la saison.
MMB4048;2017-05-15;118.32;58.64;Légère variabilité observée.
MMB4048;2017-06-15;156.42;57.14;Légère variabilité observée.
MMB4048;2017-07-15;197.35;118.99;Rien à signaler.
MMB4048;2017-08-15;80.81;178.19;Condition normale pour la saison.
MMB4048;2017-09-15;159.05;109.30;Rien à signaler.
MMB4048;2017-10-15;180.70;104.75;Légère variabilité observée.
MMB4050;2017-05-15;129.49;158.39;Légère variabilité observée.
MMB4050;2017-06-15;171.86;189.79;Condition normale pour la saison.
MMB4050;2017-07-15;85.68;119.20;Rien à signaler.
MMB4050;2017-08-15;136.01;150.54;Légère variabilité observée.
MMB4050;2017-09-15;160.36;67.03;Rien à signaler.
MMB4050;2017-10-15;93.98;108.47;Condition normale pour la saison.
MMB4052;2017-05-15;146.22;159.93;Rien à signaler.
MMB4052;2017-06-15;82.08;74.80;Condition normale pour la saison.
MMB4052;2017-07-15;159.36;173.93;Rien à signaler.
MMB4052;2017-08-15;138.62;179.17;Rien à signaler.
MMB4052;2017-09-15;153.56;114.86;Condition normale pour la saison.
MMB4052;2017-10-15;65.10;50.57;Légère variabilité observée.
MMB4054;2017-05-15;84.97;105.02;Légère variabilité observée.
MMB4054;2017-06-15;116.24;172.28;Rien à signaler.
MMB4054;2017-07-15;124.59;57.46;Condition normale pour la saison.
MMB4054;2017-08-15;124.74;143.91;Condition normale pour la saison.
MMB4054;2017-09-15;104.09;174.90;Condition normale pour la saison.
MMB4054;2017-10-15;61.13;105.86;Condition normale pour la saison.
MMB4056;2017-05-15;84.03;159.31;Légère variabilité observée.
MMB4056;2017-06-15;84.18;137.02;Condition normale pour la saison.
MMB4056;2017-07-15;89.17;184.57;Rien à signaler.
MMB4056;2017-08-15;164.89;166.55;Condition normale pour la saison.
MMB4056;2017-09-15;173.64;83.88;Rien à signaler.
MMB4056;2017-10-15;132.63;73.51;Condition normale pour la saison.
MMB4058;2017-05-15;167.97;107.55;Condition normale pour la saison.
MMB4058;2017-06-15;107.30;199.66;Condition normale pour la saison.
MMB4058;2017-07-15;120.67;80.73;Condition normale pour la saison.
MMB4058;2017-08-15;165.55;126.06;Rien à signaler.
MMB4058;2017-09-15;156.48;95.05;Rien à signaler.
MMB4058;2017-10-15;174.18;122.87;Condition normale pour la saison.
MMB4060;2017-05-15;62.08;75.37;Condition normale pour la saison.
MMB4060;2017-06-15;116.91;99.03;Condition normale pour la saison.
MMB4060;2017-07-15;81.08;199.06;Condition normale pour la saison.
MMB4060;2017-08-15;119.53;133.52;Rien à signaler.
MMB4060;2017-09-15;54.61;191.90;Condition normale pour la saison.
MMB4060;2017-10-15;75.88;98.17;Condition normale pour la saison.
MMB4062;2017-05-15;71.69;144.13;Condition normale pour la saison.
MMB4062;2017-06-15;104.76;155.70;Condition normale pour la saison.
MMB4062;2017-07-15;162.85;53.56;Condition normale pour la saison.
MMB4062;2017-08-15;101.87;55.26;Rien à signaler.
MMB4062;2017-09-15;155.63;117.09;Condition normale pour la saison.
MMB4062;2017-10-15;68.59;79.58;Rien à signaler.
MMB4064;2017-05-15;187.31;97.86;Condition normale pour la saison.
MMB4064;2017-06-15;118.14;118.80;Rien à signaler.
MMB4064;2017-07-15;76.76;119.52;Rien à signaler.
MMB4064;2017-08-15;164.38;137.06;Rien à signaler.
MMB4064;2017-09-15;164.30;120.87;Légère variabilité observée.
MMB4064;2017-10-15;159.39;164.13;Condition normale pour la saison.
MMB4066;2017-05-15;118.50;181.23;Légère variabilité observée.
MMB4066;2017-06-15;128.71;133.95;Rien à signaler.
MMB4066;2017-07-15;96.02;65.99;Condition normale pour la saison.
MMB4066;2017-08-15;94.72;164.76;Condition normale pour la saison.
MMB4066;2017-09-15;51.94;112.72;Rien à signaler.
MMB4066;2017-10-15;64.12;88.24;Légère variabilité observée.
MMB4068;2017-05-15;193.20;75.47;Légère variabilité observée.
MMB4068;2017-06-15;91.92;65.26;Légère variabilité observée.
MMB4068;2017-07-15;183.31;125.53;Condition normale pour la saison.
MMB4068;2017-08-15;74.17;136.34;Condition normale pour la saison.
MMB4068;2017-09-15;170.72;188.02;Condition normale pour la saison.
MMB4068;2017-10-15;150.15;134.56;Condition normale pour la saison.
MMB4070;2017-05-15;109.77;127.90;Rien à signaler.
MMB4070;2017-06-15;178.37;141.76;Légère variabilité observée.
MMB4070;2017-07-15;164.06;95.11;Légère variabilité observée.
MMB4070;2017-08-15;183.68;140.32;Rien à signaler.
MMB4070;2017-09-15;167.67;127.91;Condition normale pour la saison.
MMB4070;2017-10-15;84.42;92.68;Rien à signaler.
MMB4072;2017-05-15;145.76;157.88;Condition normale pour la saison.
MMB4072;2017-06-15;110.32;133.91;Condition normale pour la saison.
MMB4072;2017-07-15;173.75;164.32;Rien à signaler.
MMB4072;2017-08-15;176.13;192.64;Condition normale pour la saison.
MMB4072;2017-09-15;182.41;197.14;Légère variabilité observée.
MMB4072;2017-10-15;144.80;185.60;Rien à signaler.
MMB4074;2017-05-15;146.20;114.72;Condition normale pour la saison.
MMB4074;2017-06-15;99.66;183.65;Rien à signaler.
MMB4074;2017-07-15;97.51;121.31;Condition normale pour la saison.
MMB4074;2017-08-15;173.98;86.82;Condition normale pour la saison.
MMB4074;2017-09-15;111.08;154.43;Condition normale pour la saison.
MMB4074;2017-10-15;147.34;187.44;Rien à signaler.
MMB4076;2017-05-15;178.45;139.11;Légère variabilité observée.
MMB4076;2017-06-15;154.02;67.76;Condition normale pour la saison.
MMB4076;2017-07-15;171.69;93.66;Rien à signaler.
MMB4076;2017-08-15;158.61;195.85;Légère variabilité observée.
MMB4076;2017-09-15;177.64;139.16;Condition normale pour la saison.
MMB4076;2017-10-15;93.26;65.83;Légère variabilité observée.
MMB4078;2017-05-15;62.76;74.44;Condition normale pour la saison.
MMB4078;2017-06-15;73.99;188.26;Rien à signaler.
MMB4078;2017-07-15;188.68;171.70;Rien à signaler.
MMB4078;2017-08-15;164.18;189.31;Rien à signaler.
MMB4078;2017-09-15;128.91;179.84;Rien à signaler.
MMB4078;2017-10-15;59.38;189.86;Rien à signaler.
MMB4080;2017-05-15;127.76;111.72;Condition normale pour la saison.
MMB4080;2017-06-15;78.32;74.23;Condition normale pour la saison.
MMB4080;2017-07-15;75.66;141.34;Rien à signaler.
MMB4080;2017-08-15;98.78;64.81;Condition normale pour la saison.
MMB4080;2017-09-15;189.66;193.09;Rien à signaler.
MMB4080;2017-10-15;91.54;115.11;Condition normale pour la saison.
MMB4082;2017-05-15;105.00;105.13;Légère variabilité observée.
MMB4082;2017-06-15;193.35;127.94;Rien à signaler.
MMB4082;2017-07-15;86.19;112.34;Condition normale pour la saison.
MMB4082;2017-08-15;124.21;178.74;Légère variabilité observée.
MMB4082;2017-09-15;164.22;100.11;Légère variabilité observée.
MMB4082;2017-10-15;122.20;97.22;Rien à signaler.
MMB4084;2017-05-15;142.63;125.65;Rien à signaler.
MMB4084;2017-06-15;58.28;75.88;Légère variabilité observée.
MMB4084;2017-07-15;78.44;193.95;Condition normale pour la saison.
MMB4084;2017-08-15;166.00;107.23;Rien à signaler.
MMB4084;2017-09-15;187.98;179.65;Rien à signaler.
MMB4084;2017-10-15;179.96;102.49;Condition normale pour la saison.
MMB4086;2017-05-15;106.86;81.12;Rien à signaler.
MMB4086;2017-06-15;65.37;180.39;Légère variabilité observée.
MMB4086;2017-07-15;112.46;163.02;Rien à signaler.
MMB4086;2017-08-15;128.81;180.93;Rien à signaler.
MMB4086;2017-09-15;137.52;184.56;Condition normale pour la saison.
MMB4086;2017-10-15;65.10;111.19;Condition normale pour la saison.
MMB4088;2017-05-15;175.86;183.87;Légère variabilité observée.
MMB4088;2017-06-15;58.43;129.39;Rien à signaler.
MMB4088;2017-07-15;97.01;102.85;Condition normale pour la saison.
MMB4088;2017-08-15;178.70;122.51;Rien à signaler.
MMB4088;2017-09-15;111.12;131.03;Condition normale pour la saison.
MMB4088;2017-10-15;54.22;81.81;Condition normale pour la saison.
MMB4090;2017-05-15;95.00;155.85;Rien à signaler.
MMB4090;2017-06-15;157.23;183.12;Rien à signaler.
MMB4090;2017-07-15;111.60;122.93;Condition normale pour la saison.
MMB4090;2017-08-15;122.06;198.37;Condition normale pour la saison.
MMB4090;2017-09-15;133.21;93.75;Légère variabilité observée.
MMB4090;2017-10-15;81.76;171.20;Rien à signaler.
MMB4092;2017-05-15;135.78;191.62;Condition normale pour la saison.
MMB4092;2017-06-15;181.86;89.33;Légère variabilité observée.
MMB4092;2017-07-15;178.90;195.06;Légère variabilité observée.
MMB4092;2017-08-15;93.80;69.48;Condition normale pour la saison.
MMB4092;2017-09-15;148.01;118.69;Condition normale pour la saison.
MMB4092;2017-10-15;69.76;95.97;Légère variabilité observée.
MMB4094;2017-05-15;74.30;111.41;Rien à signaler.
MMB4094;2017-06-15;115.79;168.06;Rien à signaler.
MMB4094;2017-07-15;125.89;102.56;Condition normale pour la saison.
MMB4094;2017-08-15;173.45;152.44;Condition normale pour la saison.
MMB4094;2017-09-15;153.94;177.31;Condition normale pour la saison.
MMB4094;2017-10-15;134.78;75.60;Condition normale pour la saison.
MMB4096;2017-05-15;174.22;179.04;Rien à signaler.
MMB4096;2017-06-15;124.99;79.26;Légère variabilité observée.
MMB4096;2017-07-15;125.13;198.46;Condition normale pour la saison.
MMB4096;2017-08-15;91.12;65.39;Légère variabilité observée.
MMB4096;2017-09-15;58.78;170.67;Condition normale pour la saison.
MMB4096;2017-10-15;172.09;122.86;Légère variabilité observée.
MMB4098;2017-05-15;60.71;184.98;Condition normale pour la saison.
MMB4098;2017-06-15;54.82;189.47;Condition normale pour la saison.
MMB4098;2017-07-15;162.39;134.40;Condition normale pour la saison.
MMB4098;2017-08-15;116.76;59.71;Rien à signaler.
MMB4098;2017-09-15;109.11;55.79;Condition normale pour la saison.
MMB4098;2017-10-15;131.51;102.77;Légère variabilité observée.
MMB4100;2017-05-15;198.79;55.16;Légère variabilité observée.
MMB4100;2017-06-15;94.25;105.48;Légère variabilité observée.
MMB4100;2017-07-15;141.92;131.96;Légère variabilité observée.
MMB4100;2017-08-15;108.81;169.61;Condition normale pour la saison.
MMB4100;2017-09-15;111.20;115.22;Condition normale pour la saison.
MMB4100;2017-10-15;139.82;93.87;Condition normale pour la saison.
